followers,following,post_count,has_profile_pic,bio_length,is_fake,follower_following_ratio
25174,57888,0,1,66,0,0.4348667277030178
87473,35169,0,1,808,0,2.4871481376172873
34599,62182,0,1,668,0,0.5564060916970877
191708,92476,0,1,676,0,2.073034376115142
45038,42249,0,1,502,0,1.0659881656804733
63138,75603,0,0,183,1,0.8351145442040103
73866,79360,0,1,207,0,0.9307594410352692
183367,13444,0,1,527,0,13.63830420230569
31755,123662,0,1,299,1,0.2567865893597923
40466,98843,0,1,817,0,0.4093925782040387
78227,10974,0,1,240,0,7.127744874715262
112025,112150,0,1,454,0,0.9988765146989327
24231,94826,0,1,974,1,0.25552848872156664
6726,97648,0,1,741,1,0.0688793536032115
187231,134028,0,1,901,0,1.396943944967134
20614,139149,0,1,529,1,0.14814229249011857
183207,36490,0,1,658,0,5.020607821106574
130518,124713,0,1,243,0,1.046538480042337
104216,55612,0,1,562,0,1.8739503353532447
186326,100474,0,1,961,0,1.854451356058721
179972,36159,0,1,770,0,4.9771017699115045
136733,39710,0,1,237,0,3.4432021354284705
124870,144878,0,1,245,0,0.861891647512752
74525,113096,0,0,344,1,0.6589476290264109
194817,107412,0,1,483,0,1.8137190098032827
64314,94924,0,1,309,0,0.6775243613378984
29989,6458,0,1,560,0,4.642978789286267
118952,130993,0,1,283,0,0.9080721254408599
5906,35524,0,1,37,1,0.1662491203377903
162629,137925,0,1,795,0,1.1791032872699854
31060,40477,0,1,31,0,0.7673304016996887
168762,32222,0,1,242,0,5.237314961363001
145793,18320,0,0,552,1,7.957698815566836
114104,94154,0,1,291,0,1.2118740374913706
11143,52243,0,1,614,1,0.21328765025648877
166375,148424,0,1,291,0,1.1209364999157825
182189,72833,0,1,618,0,2.5014279045500727
23434,93476,0,1,757,1,0.250692683761781
50205,114560,0,1,381,0,0.43823814387095084
179321,134275,0,0,598,1,1.3354657570973218
101273,39267,0,1,577,0,2.5790210858714473
17352,37941,0,1,137,0,0.4573296083495862
147997,82809,0,1,837,0,1.7871875377369884
31827,25368,0,1,199,0,1.2545626552091136
177736,77186,0,1,334,0,2.3026675476440333
40113,30984,0,1,604,0,1.2945941584637728
128960,801,0,1,446,0,160.79800498753116
7972,106538,0,0,347,1,0.07482705863580473
110724,112201,0,1,277,0,0.9868273292811179
11876,47965,0,1,993,1,0.24759204436475837
164690,85269,0,1,531,0,1.9313943942770024
28184,141041,0,0,800,1,0.19982700188596306
183265,35969,0,1,398,0,5.094940227967751
55104,91679,0,1,390,0,0.6010471204188481
35267,28363,0,1,983,0,1.2433718798476943
78218,141044,0,1,601,0,0.5545606012265589
117412,33351,0,1,561,0,3.5203885823938594
149345,111023,0,1,9,1,1.3451596051304222
86274,87948,0,1,590,0,0.9809548715732982
60550,56235,0,0,548,1,1.0767124262038552
39927,14855,0,1,58,0,2.6876009693053313
42918,125074,0,0,87,1,0.34313811712972214
97038,54437,0,1,458,0,1.7825416069657225
104797,137844,0,1,103,0,0.7602524574703471
186754,90410,0,1,830,0,2.065611485328113
180918,19731,0,1,788,0,9.168761402797486
177409,141203,0,1,103,0,1.2564020849267725
119868,66324,0,1,253,0,1.8072823218997363
156109,81720,0,1,741,0,1.910267862605695
168923,96433,0,0,334,1,1.751695460107431
190551,2889,0,1,462,0,65.93460207612456
44941,9569,0,1,548,0,4.696029258098224
160871,87193,0,1,300,0,1.8449778654494575
192665,85192,0,1,653,0,2.2615120960642305
181408,87154,0,1,554,0,2.0814411106649073
28146,108073,0,1,627,1,0.2604326665062827
140151,7612,0,1,340,0,18.40943123604361
137483,51644,0,1,491,0,2.662077645464227
97364,32069,0,1,83,0,3.035983785469286
123284,81741,0,0,928,1,1.5082087543735168
154368,55897,0,1,258,0,2.761601488425346
41573,145006,0,1,359,1,0.28669650430668864
97544,141167,0,1,86,0,0.6909781253541879
46856,102544,0,1,427,0,0.45693110341801163
54828,18706,0,1,366,0,2.9308814882129686
23317,103602,0,0,342,1,0.2250610503556847
174185,34629,0,1,346,0,5.029887380883627
197995,124746,0,1,802,0,1.5871724370125133
165248,20431,0,1,920,0,8.08770555990603
172856,40088,0,1,95,0,4.311806231135723
199905,31385,0,1,254,0,6.369241062894284
98728,70199,0,1,853,0,1.4063817663817664
12416,38677,0,1,135,1,0.3210093593257149
57014,118104,0,1,247,0,0.4827399348037763
146499,12818,0,0,498,1,11.42827053592324
173545,63001,0,1,883,0,2.7545950922192945
32376,49832,0,0,957,1,0.6496899644813677
57027,40931,0,0,485,1,1.3932131339783054
71234,83990,0,1,401,0,0.8481146789536974
99076,72204,0,1,603,0,1.3721487431618309
182273,45784,0,1,411,0,3.981063667139893
96779,106305,0,1,970,0,0.9103813519462683
26720,9921,0,1,907,0,2.6930054424511187
27610,34959,0,1,447,0,0.7897597254004577
99858,32328,0,1,246,0,3.08880571623001
31179,139931,0,1,769,1,0.2228153674641969
141033,89506,0,1,698,0,1.5756644731696963
76378,74408,0,1,420,0,1.0264618527328684
69257,123852,0,1,123,0,0.559187100837283
193026,26708,0,1,259,0,7.227002134112097
193723,18847,0,0,168,1,10.278172750424448
70022,55989,0,1,940,0,1.250616181460975
63042,125383,0,1,876,0,0.5027914247431889
89823,4922,0,1,110,0,18.24558196221816
6553,52335,0,1,289,1,0.12521018037297463
116986,126913,0,0,598,1,0.9217737995808185
154254,144613,0,1,12,1,1.0666602127041642
24027,19551,0,1,262,0,1.2288768412438624
106302,113319,0,1,799,0,0.9380691846099541
136619,55673,0,1,22,0,2.4539102633186047
60433,101531,0,1,944,0,0.5952113619351534
153817,22948,0,1,199,0,6.702557845657763
59358,92264,0,1,241,0,0.6433425459274915
113137,59072,0,1,238,0,1.915206608772197
187609,67560,0,0,302,1,2.776883113038587
16057,133558,0,1,164,1,0.12022402084472031
100694,66691,0,1,737,0,1.5098362622203563
178153,141154,0,1,175,0,1.2621090290815062
184497,102781,0,1,28,0,1.795032204082427
131748,84105,0,1,676,0,1.5664518583692009
168,7086,0,1,534,1,0.02370537604063779
41429,127818,0,0,293,1,0.3241223918196825
184821,67853,0,1,476,0,2.7238040498717835
141711,101925,0,1,382,0,1.390332201793458
135875,70027,0,1,555,0,1.9402953104472496
22425,15916,0,1,772,0,1.4088710184079916
120580,15248,0,1,691,0,7.907403764181257
29305,24226,0,1,295,0,1.20960085854625
89886,48380,0,1,650,0,1.8578780926396725
10754,7848,0,1,333,0,1.3701108421454962
104136,14274,0,1,247,0,7.294991243432574
156198,54545,0,1,240,0,2.8636013639863602
128568,96494,0,1,105,0,1.332379916057827
37492,115981,0,1,897,1,0.3232570571295546
164438,16304,0,1,930,0,10.085127261576204
21228,11294,0,1,684,0,1.8794156706507303
72935,26425,0,0,560,1,2.759971240445016
145133,110777,0,0,122,1,1.3101247540125296
28385,140497,0,1,34,1,0.20203134564193084
26040,91549,0,1,617,1,0.2844347351174222
30625,93464,0,0,987,1,0.32766276146150963
150954,106748,0,1,839,0,1.4141022398336285
186393,68295,0,0,415,1,2.7291935106009135
195118,16091,0,1,707,0,12.125155356698981
117365,119943,0,0,620,1,0.9784982992062963
53357,131074,0,1,636,0,0.4070722868586687
161988,50411,0,1,326,0,3.2132825517733874
163861,95696,0,1,294,0,1.7122898314471717
3196,146320,0,1,431,1,0.021842387627203204
164237,71309,0,1,346,0,2.3031412144159304
90541,146109,0,1,36,0,0.6196769557182944
104581,67421,0,1,699,0,1.5511405772596483
195718,40612,0,1,511,0,4.819097333366163
180800,13450,0,1,848,0,13.441379823061482
3636,9491,0,1,969,0,0.38305941845764857
137249,117026,0,1,899,0,1.1727977304382748
42085,74804,0,1,534,0,0.5625960831495221
90358,93293,0,1,909,0,0.9685295946148734
151358,119498,0,1,772,0,1.2666047414622716
28676,137863,0,1,705,1,0.2080020890152614
122816,105475,0,0,877,1,1.1643975880769084
182508,28314,0,1,663,0,6.445629524986757
127739,51883,0,1,17,0,2.4620114100686146
159679,87086,0,1,26,0,1.8335572473503507
51404,101291,0,1,535,0,0.507483315562927
154549,9967,0,1,28,0,15.50451444622793
180307,43220,0,1,650,0,4.171745216445709
7104,136019,0,1,657,1,0.052227613586237315
156508,56131,0,1,634,0,2.788213496757643
56497,28876,0,0,639,1,1.9564705474945459
96727,101448,0,1,879,0,0.9534544450906367
178761,49228,0,1,116,0,3.6312133092283005
30116,74495,0,1,131,0,0.40426331615120276
63941,28261,0,1,288,0,2.2624371948198996
153691,106601,0,1,717,0,1.4417271720980844
173068,61260,0,1,235,0,2.825092636424479
60925,134418,0,1,41,0,0.4532469368169678
63535,56176,0,1,159,0,1.1309788703561956
167301,52300,0,1,763,0,3.1988107301963633
7793,142412,0,1,690,1,0.054721127986911304
28087,33012,0,1,124,0,0.8507860539787356
123292,102153,0,0,259,1,1.2069228811402393
89575,73273,0,0,275,1,1.2224663591451266
101020,112328,0,1,212,0,0.8993225257947636
83593,110304,0,1,962,0,0.7578350936040977
147608,106637,0,1,472,0,1.3841970029445414
88345,148348,0,1,835,0,0.5955213719000465
94444,54639,0,1,701,0,1.7284773060029281
175934,121939,0,1,569,0,1.4427915368213875
141219,7310,0,1,430,0,19.31596224866639
115058,102944,0,1,714,0,1.117664772451309
48360,141463,0,0,79,1,0.3418537578465193
140943,122013,0,1,954,0,1.1551379349910667
125431,141964,0,1,227,0,0.8835346740393759
64032,76733,0,1,901,0,0.8344671201814059
188983,109264,0,0,94,1,1.7295840388047408
159215,79071,0,1,423,0,2.0135446175637393
92606,122611,0,1,972,0,0.7552768081427593
29961,70658,0,1,918,0,0.4240224175264298
104802,9852,0,1,947,0,10.636557393687202
124922,5387,0,1,515,0,23.185226429101707
126308,127571,0,1,164,0,0.9900918696892735
136516,97295,0,1,425,0,1.4030998191086992
178318,130381,0,1,996,0,1.3676581123161173
42538,39994,0,1,811,0,1.0635829478684835
159347,116912,0,1,992,0,1.3629536492947747
78820,131632,0,1,892,0,0.5987860187035166
39284,124210,0,1,41,1,0.3162682854175556
109792,56565,0,1,796,0,1.9409539299225684
154965,1312,0,1,740,0,118.02361005331302
148707,149277,0,0,402,1,0.9961749219576896
61068,125882,0,1,754,0,0.4851171325754868
127901,142667,0,1,723,0,0.8964939580003926
166221,87566,0,1,415,0,1.8982150810236733
183238,21329,0,1,299,0,8.590623534927332
182056,68187,0,1,54,0,2.6699125945914237
97666,75542,0,1,335,0,1.2928530770554518
138056,108237,0,1,900,0,1.2754855041667437
157266,114476,0,1,880,0,1.3737781388401165
173677,35645,0,1,429,0,4.87227178365034
190637,87502,0,1,971,0,2.178633875409986
123262,87310,0,1,684,0,1.4117579686408357
192635,69619,0,1,788,0,2.766949152542373
86210,33513,0,1,333,0,2.5723578206122815
6915,8749,0,1,740,0,0.7902857142857143
188790,60645,0,1,405,0,3.1129835438446065
46862,53175,0,1,29,0,0.8812622235595006
34969,148395,0,1,534,1,0.23564651338311005
156304,50762,0,1,516,0,3.0790930402064496
137055,64222,0,1,574,0,2.1340485495850396
17158,12213,0,1,220,0,1.4047813983952842
59770,97367,0,1,826,0,0.6138567085695505
108217,107157,0,1,989,0,1.0098826032587394
39076,32583,0,1,593,0,1.1992388902528848
112995,128792,0,1,493,0,0.8773380540867904
69524,79944,0,1,753,0,0.8696478829195071
9508,22369,0,1,252,0,0.42503352704514974
191780,115844,0,1,563,0,1.6554879364668307
195456,19510,0,1,320,0,10.017733586182153
95462,12120,0,1,38,0,7.875752825674449
188943,99847,0,1,464,0,1.8923063055844884
147982,98575,0,1,770,0,1.5011970459341015
45843,129269,0,0,937,1,0.3546298445114876
125205,5295,0,1,838,0,23.64142749244713
189356,20460,0,1,410,0,9.25448414056009
89494,14963,0,1,411,0,5.98062015503876
26811,77116,0,1,491,0,0.34766653267113606
176077,27328,0,1,437,0,6.442862892897654
153245,84629,0,1,478,0,1.8107645043128915
70124,124034,0,1,782,0,0.5653565525859636
38719,21605,0,1,948,0,1.7920485050448949
185170,110901,0,1,71,0,1.6696723233124742
55424,108241,0,1,581,0,0.5120378411337558
180222,47598,0,1,219,0,3.786256013781802
105437,72258,0,0,3,1,1.4591538770256993
92954,40969,0,1,861,0,2.2688308518428117
133538,62784,0,1,912,0,2.126909293621088
145368,147000,0,1,289,0,0.9888912320324351
177881,21274,0,1,379,0,8.361034077555816
76976,129994,0,1,901,0,0.5921458517635294
93476,34416,0,1,803,0,2.715983380306244
64951,100434,0,1,354,0,0.6466968686214964
98994,51310,0,1,742,0,1.9292939135857807
84085,80758,0,1,934,0,1.0411842642925246
192409,143435,0,1,79,0,1.3414275356256449
77799,30628,0,1,65,0,2.540043749387835
30846,69672,0,1,135,0,0.4427253024844631
124452,46246,0,1,398,0,2.6910286072610115
120034,142233,0,1,702,0,0.8439191754432837
179835,89110,0,1,346,0,2.018101020076085
76277,2810,0,1,847,0,27.135183208822482
37648,71688,0,0,960,1,0.5251572765696272
181485,65548,0,1,58,0,2.768692123449633
43955,11162,0,1,777,0,3.937561587386903
187926,87858,0,1,518,0,2.1389499083759205
100505,73535,0,1,879,0,1.366745539599652
159121,138291,0,1,713,0,1.150616087698493
125593,70864,0,1,843,0,1.7722853312636704
16002,134693,0,0,976,1,0.11880261927034612
79756,118371,0,1,236,0,0.6737742033589025
98610,89792,0,1,779,0,1.0981925094383749
154988,66188,0,1,78,0,2.3415975464201
55538,81718,0,0,557,1,0.6796216302206342
82571,36558,0,1,754,0,2.2585683415848354
145648,128938,0,1,799,0,1.1295884100233444
108260,146731,0,1,671,0,0.7378077038410162
189018,34413,0,1,114,0,5.492473993142326
58010,10435,0,1,985,0,5.5586431582981985
189789,28067,0,0,461,1,6.761757161179991
43546,87794,0,0,625,1,0.49599635514550944
23392,93823,0,1,125,1,0.24931787175989087
93985,69224,0,1,601,0,1.3576742506319972
179985,1379,0,1,572,0,130.42391304347825
85462,102547,0,1,964,0,0.8333853414986153
144134,108541,0,1,499,0,1.3279099334819702
64033,114634,0,0,828,1,0.5585815850307497
119251,128701,0,1,101,0,0.9265667977187612
55736,57745,0,1,625,0,0.9651923942783915
155935,103915,0,1,173,0,1.5005870125870895
179766,143588,0,1,451,0,1.2519482690178216
44643,129560,0,1,91,0,0.34457128302498435
177563,136984,0,1,694,0,1.296222214111034
20572,137521,0,1,384,1,0.14959061095679238
160816,132797,0,1,204,0,1.2109820931038118
57809,81406,0,1,362,0,0.7101232080779294
108826,9304,0,1,706,0,11.695432563138098
3759,125555,0,1,816,1,0.02993883207493071
27049,144735,0,1,497,1,0.1868850873314172
67265,70320,0,0,536,1,0.9565421424610002
66917,94488,0,1,233,0,0.7081988379599742
8711,75591,0,1,15,1,0.11523706212297598
8899,95044,0,1,980,1,0.09362933347361777
149114,143748,0,0,140,1,1.0373219987617306
83991,25192,0,1,947,0,3.333902274441313
81947,138518,0,1,619,0,0.5915939329622651
182689,119304,0,1,419,0,1.5312769791710323
29730,135797,0,1,455,1,0.21892811381610922
137003,88207,0,1,299,0,1.5531811173589698
104560,73741,0,1,338,0,1.4179165197580754
9501,16365,0,1,302,0,0.5805328119271661
56452,65792,0,1,891,0,0.8580244098916298
101609,146776,0,1,591,0,0.6922678621309878
160883,50575,0,0,75,1,3.181014710534641
88204,119641,0,1,787,0,0.7372327443539894
41326,132267,0,1,913,1,0.31244140684065685
196172,53517,0,1,949,0,3.6655330916700923
153733,34012,0,1,779,0,4.519830652985624
55152,142487,0,1,623,0,0.3870641738251642
91401,21686,0,1,920,0,4.214552496887537
180743,32161,0,1,315,0,5.619768671102543
38792,2402,0,0,499,1,16.1431543903454
194023,63190,0,1,74,0,3.0704214207719454
21732,13275,0,1,725,0,1.636938836999096
95086,14915,0,1,365,0,6.374765352641459
122726,909,0,1,545,0,134.86373626373626
68061,114110,0,1,652,0,0.596445566159266
134158,65908,0,1,677,0,2.035503497246203
165273,127337,0,1,395,0,1.2979079300758611
167812,22620,0,1,230,0,7.418416515627072
80107,34112,0,1,803,0,2.3482836455310294
156575,2431,0,1,27,0,64.38116776315789
76870,86590,0,1,474,0,0.887736600801469
162733,62175,0,1,294,0,2.6172960627895008
67700,117472,0,0,844,1,0.5763026397555183
168977,32624,0,1,426,0,5.179371647509578
117240,61264,0,1,871,0,1.9136537990696156
178778,113766,0,1,90,0,1.5714398727223184
108782,132767,0,0,114,1,0.8193389973487587
19038,100211,0,1,158,1,0.18997724823374446
141882,119502,0,1,257,0,1.1872672652569392
166928,44225,0,1,372,0,3.7744313299868857
26837,132475,0,1,849,1,0.20258008997856217
194514,10839,0,1,89,0,17.94409594095941
115730,140302,0,0,756,1,0.8248576295588833
145021,51977,0,1,297,0,2.7900457886028702
19878,113050,0,0,30,1,0.1758321465533255
40377,25651,0,1,828,0,1.574029315452986
89469,97919,0,1,357,0,0.9136948529411765
146456,39963,0,1,823,0,3.664698228405565
117327,117776,0,0,469,1,0.9961792200514532
167828,79198,0,1,739,0,2.119067159938888
100087,144811,0,1,850,0,0.6911512858050438
5115,130697,0,1,127,1,0.03913602350456778
185418,63294,0,1,781,0,2.929425705031993
12092,1789,0,1,269,0,6.755307262569833
154839,89297,0,1,497,0,1.7339582073506685
82622,118341,0,1,412,0,0.6981629514458096
100488,44135,0,0,208,1,2.276780859162588
9601,37067,0,1,689,1,0.25901046724937954
107544,17357,0,0,305,1,6.195644659522986
18318,38262,0,1,190,0,0.47873925201892165
113180,58643,0,1,356,0,1.9299502080349227
197626,91270,0,1,456,0,2.1652660757524296
114919,138761,0,1,448,0,0.8281734192358139
23710,69103,0,0,67,1,0.34310604306552445
198441,86268,0,1,838,0,2.30025849378108
73450,86310,0,1,778,0,0.8509923416482256
103897,37412,0,1,781,0,2.7770293748162405
2028,47734,0,0,873,1,0.04248455012045669
119659,87793,0,1,466,0,1.3629519101533134
190873,22228,0,1,359,0,8.586666066849611
80078,120627,0,1,386,0,0.6638425572835495
92202,77924,0,0,127,1,1.1832146294513957
64434,11319,0,0,775,1,5.692049469964664
104200,6475,0,1,732,0,16.09017912291538
192704,145800,0,1,753,0,1.3216918951173176
33853,29545,0,0,484,1,1.1457726934271983
168881,96636,0,1,243,0,1.747581154216294
146456,30615,0,1,938,0,4.7836425398484455
190741,13746,0,1,904,0,13.875100021822943
27771,1245,0,1,18,0,22.28812199036918
68104,117408,0,1,395,0,0.5800577468507525
167137,112143,0,1,666,0,1.4903784420031387
69127,27632,0,1,228,0,2.5016103933702456
147164,12856,0,1,367,0,11.446216069067434
48873,68049,0,1,57,0,0.718192505510654
119124,58182,0,1,280,0,2.0474021621435816
154302,133873,0,1,556,0,1.1525912425116154
95291,55654,0,1,101,0,1.712173209954182
6648,55381,0,1,47,1,0.12003900184175365
36732,58601,0,1,561,0,0.6268045459199345
142082,146154,0,1,592,0,0.9721323252711163
109084,145720,0,1,811,0,0.7485811928273893
65702,364,0,1,58,0,180.0054794520548
16034,7436,0,0,160,1,2.155976872394783
145303,86713,0,1,102,0,1.6756579099107412
194723,60194,0,1,845,0,3.2348700058144364
191680,24544,0,1,411,0,7.809329802403748
159808,63295,0,1,785,0,2.524772497472194
109463,143710,0,1,182,0,0.761688388501924
110389,69409,0,1,416,0,1.590390433655093
68931,126839,0,1,115,0,0.5434484389782404
137074,113759,0,1,873,0,1.2049402250351617
55511,17157,0,1,398,0,3.235283832614524
78234,65888,0,1,956,0,1.1873605609434048
180892,64947,0,1,778,0,2.785181991747244
42097,70880,0,0,675,1,0.593910921121316
62544,4507,0,1,654,0,13.874001774622892
197154,103134,0,1,436,0,1.9116109952974256
152894,43988,0,1,317,0,3.475732569506013
168938,98421,0,0,815,1,1.7164658308101848
13433,147937,0,1,605,1,0.09080155200151414
175011,102591,0,0,249,1,1.705893247036806
141335,129614,0,1,910,0,1.0904216332986152
57780,27213,0,1,446,0,2.1231718968178144
5474,57450,0,1,496,1,0.09528119614976241
28859,135549,0,0,342,1,0.21290298782736997
137333,62222,0,1,426,0,2.207109911126111
76261,137605,0,1,817,0,0.5541982181009549
165014,12755,0,0,827,1,12.936186892442771
99139,131937,0,1,239,0,0.7514059634070548
132728,142245,0,1,58,0,0.9330877493918985
181365,33371,0,1,526,0,5.434645810859403
84735,142326,0,1,796,0,0.5953543600300716
156128,135090,0,1,202,0,1.1557246596738495
27391,5192,0,1,748,0,5.274600423647217
147261,2015,0,1,465,0,73.04613095238095
33792,108154,0,1,295,1,0.3124404789422588
21626,28343,0,1,286,0,0.7629833474456675
77989,69306,0,1,72,0,1.1252687318741252
190869,5829,0,1,725,0,32.73910806174957
176330,34381,0,1,522,0,5.128555639578849
34056,111451,0,1,336,1,0.3055665219107777
49816,18263,0,1,736,0,2.727551467367499
30452,58418,0,1,317,0,0.5212687652989609
128051,148,0,1,202,0,859.4026845637584
161331,132826,0,1,230,0,1.2145949242247434
84050,26745,0,0,903,1,3.1425259851940477
116864,72914,0,0,562,1,1.6027429198381677
188495,60653,0,1,56,0,3.1077093019421635
145549,78315,0,1,643,0,1.8584835793452168
3476,31075,0,1,419,1,0.11185480756854164
120317,9795,0,1,914,0,12.28225806451613
139406,64555,0,1,279,0,2.159458454675011
165942,103107,0,1,808,0,1.609399852581759
46855,51529,0,0,304,1,0.9092761498156414
54225,142744,0,1,465,0,0.37987320046236295
93813,11009,0,1,736,0,8.520708446866484
137474,29381,0,1,173,0,4.678850997209175
166602,127769,0,0,803,1,1.3039211082413713
53077,64610,0,1,265,0,0.8214855055640681
83825,68122,0,1,246,0,1.2304948402154925
23289,68184,0,1,77,0,0.34155606071716654
192407,87228,0,1,646,0,2.2057687237042725
83374,72943,0,1,651,0,1.1429864005264312
25127,80770,0,1,853,1,0.31108937613747506
130354,52726,0,1,252,0,2.472243821950803
70558,47780,0,1,474,0,1.4766957577279671
94793,42503,0,0,175,1,2.2302136269527573
62817,57893,0,1,420,0,1.0850347186236915
8004,61358,0,1,970,1,0.1304454114310859
22441,80857,0,1,931,1,0.27753592718098397
42968,120457,0,1,571,0,0.3567052416609939
133173,117928,0,1,460,0,1.1292642183008421
156356,58706,0,1,863,0,2.6633280528727408
108904,140548,0,1,253,0,0.7748472063123892
26206,82806,0,1,519,1,0.316470829760769
150792,55006,0,1,902,0,2.741323831512353
160386,87238,0,0,106,1,1.8384667407925355
146155,45798,0,1,170,0,3.191226882683028
187691,77271,0,1,57,0,2.4289652137902475
5110,30177,0,1,336,1,0.16932865000994102
117671,128022,0,1,341,0,0.9191395296157722
94853,130156,0,1,941,0,0.7287583456902049
2844,82215,0,1,289,1,0.03459180694755279
68925,43013,0,1,83,0,1.6023852699121217
43624,82600,0,1,116,0,0.5281291994043655
42826,96099,0,1,711,0,0.44563995837669096
125741,53450,0,1,533,0,2.3524536491365926
144570,122640,0,1,218,0,1.1788064350421148
17074,92403,0,0,737,1,0.1847755508419549
7536,99290,0,1,916,1,0.07589811765416805
168128,131832,0,1,782,0,1.2753104306205578
138813,24142,0,1,900,0,5.749616866172389
138787,110189,0,1,101,0,1.2595244577547873
67160,107532,0,0,656,1,0.6245524629648573
145052,148362,0,1,455,0,0.9776831150623808
62429,131436,0,1,658,0,0.47497280065734915
45608,56921,0,1,772,0,0.8012367801553002
154329,19797,0,1,790,0,7.795181331447621
132508,32535,0,1,850,0,4.072657978854192
168558,46300,0,1,525,0,3.6404829269346233
92578,47176,0,1,265,0,1.9623545371685356
140634,16105,0,0,286,1,8.731776977523904
103307,139011,0,1,140,0,0.7431516703593934
131239,79472,0,0,894,1,1.6513658726863212
165819,146935,0,1,405,0,1.128511732999401
19680,78097,0,1,292,1,0.2519910881200543
74002,141519,0,1,934,0,0.5229084228377614
148092,96160,0,0,905,1,1.540042220858768
181134,46940,0,1,30,0,3.8587588675145397
163668,85001,0,1,170,0,1.9254605773981788
140910,7928,0,1,354,0,17.771471812334468
7901,48002,0,1,204,1,0.16459387954919485
164049,84853,0,0,477,1,1.9333089777735877
49738,114614,0,1,993,0,0.43395716093007025
41805,117517,0,1,931,0,0.3557327388144795
96049,79064,0,1,290,0,1.2148105988743438
5352,119694,0,1,110,1,0.04471364718659927
190140,144385,0,1,67,0,1.3168866787638691
133720,132631,0,1,694,0,1.0082031485614331
40790,50893,0,1,372,0,0.8014697213816953
18686,15167,0,1,195,0,1.2319356540084387
181103,38598,0,1,125,0,4.691909116816498
103869,138595,0,1,686,0,0.749437213195186
146969,49777,0,1,261,0,2.9524890513881634
47304,116378,0,1,886,0,0.4064650839068904
17078,81060,0,1,923,1,0.21068084528935
102309,13285,0,0,797,1,7.700511816950173
30687,142045,0,1,154,1,0.21603565042310238
124307,122970,0,1,580,0,1.0108643501313317
145366,22694,0,1,107,0,6.405199383124036
115364,135374,0,1,422,0,0.8521809787626962
139004,4611,0,1,34,0,30.139635732870772
179407,9372,0,1,870,0,19.140830043742664
66712,145152,0,1,43,0,0.45959780369678893
65433,80618,0,1,654,0,0.8116324935809176
50606,112945,0,1,722,0,0.4480548226586156
133616,108397,0,0,989,1,1.232642668683924
111492,96213,0,1,997,0,1.1587918598125013
153746,20874,0,1,415,0,7.365077844311378
151721,132669,0,1,999,0,1.1435968945503883
149822,11600,0,1,284,0,12.914576329626756
28233,134819,0,1,446,1,0.2094125500667557
165598,79415,0,1,517,0,2.085196937644807
122793,94348,0,1,729,0,1.3014764332425357
97244,105736,0,1,26,0,0.919678069171624
26933,24714,0,0,226,1,1.0897430710095084
18327,149962,0,0,795,1,0.12221014516914172
188791,135797,0,1,900,0,1.3902340240651556
87901,111573,0,1,424,0,0.7878269130801082
62297,13092,0,1,567,0,4.758038646605056
29060,95918,0,1,367,1,0.3029639591738863
42896,25457,0,1,309,0,1.684971325320135
81917,71667,0,1,847,0,1.1430066417368978
137665,90751,0,1,104,0,1.5169362658674188
90541,62894,0,1,17,0,1.4395579934811988
6309,61305,0,0,204,1,0.10290999249665612
7350,143684,0,1,42,1,0.0511535650903017
160377,52137,0,1,88,0,3.0760098200928305
155336,559,0,1,585,0,277.3857142857143
91011,66249,0,1,156,0,1.3737509433962265
146429,37361,0,0,265,1,3.9191959745195653
129355,80720,0,1,133,0,1.6024950136891267
164442,15261,0,0,463,1,10.77460359061722
19451,20372,0,1,600,0,0.9547440239532715
2341,55355,0,0,747,1,0.04228990533998121
62037,98560,0,1,131,0,0.6294274611661813
97857,37,0,1,740,0,2575.184210526316
138598,41420,0,1,33,0,3.346080490572415
154558,97243,0,1,82,0,1.5893834066883303
18479,129380,0,1,928,1,0.14282622641655265
177837,34600,0,1,131,0,5.13964914308835
55723,89520,0,1,427,0,0.6224573005216653
44634,5167,0,1,865,0,8.636609907120743
45237,432,0,1,203,0,104.47344110854503
86549,69687,0,0,798,1,1.2419498335437953
198246,71947,0,1,335,0,2.755406682604103
50674,96324,0,1,961,0,0.5260731897222943
69189,50903,0,1,496,0,1.3592055634134843
179022,65792,0,1,441,0,2.7209885550134514
13145,33439,0,1,827,0,0.3930921052631579
126473,51248,0,0,257,1,2.467814006126949
83462,34743,0,1,291,0,2.402198940824315
14362,79803,0,0,965,1,0.17996591649541377
111677,75117,0,0,124,1,1.4866876114912537
68678,22076,0,1,955,0,3.1108393350545818
121678,87483,0,1,662,0,1.3908600429792877
65638,134035,0,1,870,0,0.4897042585574025
96116,119217,0,1,758,0,0.8062205371672063
78263,144938,0,0,174,1,0.5399719882157321
144001,104504,0,1,883,0,1.3779340701401848
69291,105649,0,1,491,0,0.6558542356838618
93274,126244,0,1,868,0,0.738833221117668
74076,32813,0,1,813,0,2.257451087950265
188403,66729,0,0,79,1,2.823362805334932
30656,4512,0,1,618,0,6.792820740084201
70207,147702,0,1,811,0,0.47532548424879656
48782,117907,0,1,914,0,0.4137293483054585
148071,131708,0,1,304,0,1.1242284126369497
67268,134847,0,1,509,0,0.49884314190792595
190711,64591,0,1,343,0,2.9525483031954423
100163,11351,0,1,569,0,8.823379140239606
10805,115400,0,1,90,1,0.09363003786795608
37828,120533,0,0,646,1,0.313836759752435
