followers,following,profile_pic,bio_length,friend_count,label
48906,111259,1,198,3773,0
99991,95042,1,814,4287,0
194493,13163,1,322,1002,0
163273,143609,1,798,4730,0
128391,22419,1,331,84,0
5631,121211,0,263,2995,1
138501,122762,1,216,4823,0
12862,834,1,700,3287,0
151059,32214,1,555,4165,0
133057,2413,1,433,153,0
179367,9505,1,802,1461,0
26436,102802,1,459,2812,1
84981,133177,1,700,2019,0
82716,128303,1,502,1097,0
26390,114897,1,468,570,1
169235,58408,1,985,148,0
154096,116908,1,950,3577,0
18644,79731,1,705,2691,1
85535,65131,1,781,2109,0
21568,64280,1,365,1918,0
170418,15762,1,771,4869,0
115677,117798,1,912,3655,0
136853,116854,1,238,1712,0
167521,58703,1,623,2492,0
199993,63079,1,580,1344,0
139788,21577,1,919,3965,0
82975,1214,1,560,1106,0
85558,86339,0,822,3505,1
161784,48114,1,966,4112,0
170187,63230,1,662,582,0
192865,67194,1,750,4350,0
82884,112333,1,848,2690,0
169904,37792,1,395,4656,0
136732,45807,1,394,2580,0
44864,125266,1,626,319,0
184702,136213,1,74,4315,0
52103,104292,1,97,4794,0
146328,122984,0,382,1437,1
122418,13777,1,622,31,0
531,38346,1,868,714,1
68765,54703,1,369,1039,0
47842,94977,0,284,408,1
11541,47819,1,255,1127,1
28546,134917,1,829,706,1
79088,110186,1,308,3839,0
182104,23290,1,628,3023,0
34536,112551,1,175,3659,1
8717,98682,1,227,782,1
104106,134365,1,346,2179,0
65460,118017,1,617,1178,0
74749,119496,1,341,2406,0
129754,57089,1,895,2807,0
5114,147680,1,961,4260,1
49273,128713,1,238,2764,0
54620,16619,1,611,2724,0
82508,78006,1,687,2535,0
160836,14779,1,349,212,0
85713,21630,0,954,1948,1
191189,105575,1,454,4861,0
102476,115436,1,440,3146,0
157666,143250,1,760,1201,0
161092,22784,1,587,1819,0
160086,112167,1,514,2889,0
83314,67359,1,80,644,0
126451,78608,1,360,2359,0
193123,15111,0,287,4222,1
106666,24161,1,7,4472,1
157220,118920,0,86,4320,1
6159,104823,1,997,3088,1
152881,125014,0,285,496,1
172765,130466,1,398,2016,0
64293,67313,1,73,472,0
51200,80308,1,438,1888,0
20586,46389,0,122,3382,1
183725,149233,1,376,1160,0
30092,107800,1,805,2522,1
181007,138562,1,142,4312,0
164058,119547,1,157,195,0
69303,24502,1,429,2248,0
46172,35757,1,447,4461,0
174485,41111,1,409,2766,0
39504,98273,0,370,1551,1
125821,58645,1,108,2447,0
183346,110218,1,845,4309,0
169636,59055,1,706,2388,0
96352,119815,1,35,3006,0
48792,140070,1,89,118,0
35493,101026,1,973,3496,0
74446,70192,1,414,1716,0
22436,52021,1,973,2883,0
61686,29092,1,295,4937,0
194560,132314,1,841,2914,0
122725,106843,0,712,1672,1
49158,132903,1,45,1202,0
6373,50721,1,487,1455,1
158501,28511,1,618,4661,0
112365,72782,1,169,3978,0
176081,97003,1,145,2471,0
112760,149374,1,867,117,0
56990,55568,1,419,367,0
50074,134304,0,971,3176,1
52331,102062,1,689,3374,0
108742,104301,1,572,3812,0
154475,51507,1,935,2197,0
50866,124277,1,2,4911,1
75902,129999,1,593,2129,0
127123,100128,1,262,900,0
68582,10683,1,798,192,0
196718,23664,1,320,2770,0
9083,102364,1,606,3348,1
156080,64340,1,575,950,0
62773,87236,1,245,3606,0
51052,11017,1,588,257,0
71631,36613,0,476,1221,1
57665,30348,0,258,650,1
180863,147520,1,92,2318,0
133002,9491,1,802,4491,0
117837,121070,0,782,2425,1
130411,58759,1,532,922,0
125155,132040,1,573,3159,0
157092,368,1,338,397,0
33325,35010,1,923,2914,0
64886,35851,0,259,560,1
90832,122761,1,236,189,0
102220,127152,1,140,204,0
157366,78858,1,974,3015,0
134466,67005,1,946,4139,0
156760,37493,1,943,3371,0
144706,10292,1,678,3041,0
61555,92377,1,479,1705,0
24831,148279,1,578,712,1
100739,101735,1,349,3456,0
157707,22912,0,569,2684,1
177240,80771,1,723,4406,0
98516,107293,1,129,4973,0
197512,99083,0,536,3599,1
11658,113655,1,10,4952,1
159038,97459,1,256,2321,0
81946,136606,1,815,3877,0
33667,111695,0,368,3522,1
98823,34268,0,943,4626,1
187523,107338,0,393,4112,1
152365,26336,1,592,2765,0
95086,3641,1,797,4565,0
36882,87132,1,418,4906,0
111567,32959,1,881,554,0
146390,144378,1,18,2140,0
72720,74123,1,109,4977,0
141403,21498,1,436,2678,0
110096,70198,1,504,4916,0
132637,27197,1,33,583,0
79153,108775,1,287,4941,0
83191,25032,1,843,1996,0
157822,59624,1,254,841,0
162967,78177,0,637,2375,1
151099,41964,1,720,4038,0
123634,111030,1,133,1804,0
183656,54646,1,498,729,0
70321,81187,1,396,4349,0
28385,139608,1,486,1463,1
110203,117399,1,597,4946,0
2361,56747,1,586,2167,1
70331,45712,1,959,4917,0
92452,137345,1,646,1572,0
114999,71820,1,812,4966,0
20054,125342,1,684,1393,1
105366,91228,1,212,256,0
16087,74353,1,832,127,1
666,92091,1,349,1382,1
168489,85914,0,18,3728,1
2925,106718,1,118,4651,1
191392,148199,1,814,2700,0
79566,11539,1,301,3147,0
8951,46219,1,284,2205,1
176577,145764,1,226,4180,0
16314,13334,1,506,321,0
55235,7903,1,500,2356,0
111827,146701,1,211,4379,0
161104,58008,1,355,3113,0
112345,99318,1,700,1917,0
59326,141932,1,486,3956,0
132033,148510,1,320,4709,0
74136,67300,1,662,2696,0
178985,129263,0,222,1516,1
25968,20842,1,639,3293,0
101762,42372,0,759,4324,1
170520,114316,1,562,3045,0
99264,98971,1,190,118,0
39068,38744,1,994,2371,0
114230,116082,0,499,4415,1
116405,57442,1,494,3918,0
80823,129070,0,236,3260,1
4708,85990,1,21,2585,1
196205,121670,1,621,4796,0
72104,106917,1,326,2441,0
156926,3650,1,544,2699,0
162937,45117,0,126,1017,1
31590,91244,1,364,4501,0
153092,3190,1,867,3047,0
43590,48113,1,43,2068,0
26963,139861,1,518,3665,1
26022,32125,1,127,4250,0
124682,130000,0,602,4962,1
176427,148531,1,129,4654,0
143278,111904,1,528,193,0
29431,18768,0,320,2446,1
17783,81099,1,185,1399,1
176318,87421,0,621,2519,1
42234,6895,1,797,3927,0
86657,71017,1,981,3687,0
128272,23932,1,347,4897,0
179441,21360,0,480,552,1
126508,54847,0,921,729,1
84883,90365,1,674,2560,0
57061,85468,1,958,3997,0
158567,38931,0,586,4266,1
19980,55823,1,710,4945,0
157800,38032,1,923,793,0
154356,18807,1,920,124,0
142638,142839,1,956,174,0
197138,139143,1,360,2551,0
88402,53413,1,286,3848,0
180230,15540,1,181,3456,0
33147,70248,1,450,2758,0
26921,110494,1,96,3839,1
64329,85435,1,562,3755,0
176042,19787,1,313,3642,0
125937,20982,0,545,4201,1
135725,22606,0,954,1970,1
166210,141222,0,20,1660,1
181754,112223,1,695,2575,0
96064,46936,1,804,37,0
98322,93286,1,575,4490,0
35051,139665,1,496,2524,1
178141,148430,1,402,4817,0
101464,37381,0,123,3576,1
45898,121465,1,612,1308,0
101525,28074,0,118,3535,1
125823,44194,0,852,4460,1
61277,26853,1,589,2228,0
67654,73719,1,969,4829,0
64679,118724,1,692,2923,0
144837,13703,1,710,3041,0
153004,117491,1,476,2708,0
86480,58453,1,958,4339,0
61372,88478,1,871,4408,0
143665,33161,1,701,4171,0
121755,114296,1,839,3952,0
118159,140788,1,102,2309,0
183310,33349,1,332,230,0
44743,47098,1,877,2750,0
33402,108435,1,786,2693,1
82194,131204,1,458,2804,0
76372,51990,1,129,841,0
120590,68921,1,752,3583,0
76624,100572,1,133,4611,0
111458,7213,1,156,2489,0
19821,124693,1,424,4914,1
173317,91655,1,434,3534,0
137353,68371,1,388,607,0
79535,68274,1,936,4618,0
154576,107853,1,317,3960,0
108861,4134,1,669,4257,0
71640,91428,1,504,2031,0
107808,39601,1,870,201,0
35951,73889,1,189,1364,0
55209,15690,1,611,751,0
182963,1909,1,410,1205,0
15568,91239,0,945,1320,1
92329,80032,0,977,3887,1
9852,12062,1,51,1330,0
26160,75386,0,560,430,1
79676,136225,0,445,2165,1
116896,141553,1,611,4683,0
83315,99270,1,443,3117,0
198355,66425,1,381,2274,0
149386,84981,1,762,3365,0
131696,104470,1,373,1263,0
181185,88887,1,975,2395,0
34712,81542,1,565,4236,0
151414,49112,1,374,4299,0
81542,142012,1,388,3733,0
197581,59010,1,648,1665,0
178691,24485,1,673,860,0
91160,89299,1,865,844,0
286,105584,1,803,3042,1
158497,132139,1,478,3340,0
170107,20607,1,403,3489,0
132135,61597,1,592,1938,0
76265,74554,1,467,136,0
159481,15187,1,731,3232,0
160933,3985,1,596,2220,0
140277,51514,1,504,1153,0
64183,18608,1,82,4174,0
34002,71327,1,318,978,0
156688,17221,1,66,568,0
119278,48506,0,413,2910,1
172312,20968,1,452,2410,0
166134,127677,1,745,3406,0
132316,102951,1,197,133,0
196738,108306,0,258,2061,1
126950,43601,1,688,4378,0
45277,72178,1,297,2853,0
89398,69893,1,279,3730,0
61217,86799,1,299,3492,0
146475,48367,1,128,126,0
120035,13201,1,497,1795,0
56508,133811,1,882,1849,0
137715,13231,1,437,4313,0
6575,141707,1,691,3976,1
68790,9964,1,291,4840,0
9115,12336,1,206,2727,0
79146,77475,1,293,3726,0
12120,82212,1,939,3560,1
39067,75379,1,849,259,0
22916,45591,0,982,1241,1
104066,61750,1,686,1843,0
32561,90648,1,28,1512,0
128340,96134,0,178,4194,1
1974,98537,1,40,4277,1
43758,62672,0,469,2216,1
135547,27228,1,191,2280,0
121868,14429,1,343,955,0
10230,84294,1,748,4567,1
123013,115577,1,815,1108,0
154273,88074,1,972,4774,0
105828,68936,1,736,1542,0
13674,57378,1,625,380,1
168457,37310,1,277,1255,0
124403,101827,1,354,2298,0
110682,99862,1,528,2240,0
48325,38889,1,85,1658,0
178491,51428,1,900,2984,0
146654,110502,1,316,2648,0
125359,50255,1,856,3958,0
88014,105824,1,901,3371,0
186486,5409,1,692,3429,0
28630,42438,1,336,1580,0
24094,7869,1,862,4860,0
36492,25958,1,144,2932,0
196915,75622,1,314,1586,0
110453,26442,0,224,2112,1
50143,81948,1,422,3637,0
173900,25596,1,53,4561,0
168285,75791,1,893,4983,0
54066,42406,1,943,2521,0
161736,40524,0,932,3751,1
101381,110160,1,815,2702,0
162967,146836,1,67,18,0
79139,5062,1,618,2569,0
47060,44645,1,333,783,0
19513,122759,1,76,1706,1
173364,7244,0,538,414,1
158061,137444,1,855,363,0
110174,85501,1,154,2575,0
8130,117450,1,71,1103,1
36064,16956,1,500,4891,0
103414,144966,1,446,1171,0
148164,16709,1,691,1698,0
5709,118428,0,558,442,1
191653,15210,1,753,3943,0
111284,102081,1,358,4745,0
158285,100025,1,276,4604,0
118521,148805,1,882,4561,0
197101,124476,1,312,2412,0
170959,59846,1,104,2589,0
157000,65480,1,970,1839,0
114049,52960,1,94,1503,0
29170,85765,1,218,722,0
67208,117265,1,681,841,0
4119,48137,1,877,2347,1
196042,118922,1,943,2221,0
36326,121280,1,794,645,1
73302,43876,0,127,23,1
96657,94547,1,199,3272,0
99309,50227,0,928,4826,1
156503,84433,1,331,6,0
17777,73704,0,546,3701,1
103759,6861,0,865,3232,1
3717,61914,1,655,2925,1
132444,63888,1,291,1271,0
115147,79286,1,65,4261,0
91741,61293,1,971,4523,0
51929,68515,1,730,2192,0
3731,7065,1,567,2556,0
89157,88720,1,656,2954,0
27728,58876,1,403,1599,0
126974,136694,1,724,1666,0
100499,83797,1,605,4919,0
140185,91141,1,617,1061,0
35648,102390,1,595,4661,0
162401,96856,0,647,3801,1
103901,66201,1,145,1163,0
140004,89766,1,760,3879,0
93685,22995,1,529,1281,0
96551,92320,1,401,2664,0
153520,80141,1,124,2895,0
79978,139491,1,513,1208,0
63454,70799,1,331,302,0
109839,45687,1,479,755,0
191310,37276,1,711,4259,0
25542,34523,1,946,1226,0
77581,54615,1,649,1233,0
107527,10514,1,714,3517,0
22617,47456,1,397,897,0
6476,7233,1,793,4878,0
166708,1102,1,814,3310,0
31353,66133,1,29,4822,0
195809,46715,1,55,3362,0
1182,110545,1,630,2419,1
135837,104085,1,937,2909,0
32784,109101,1,131,1454,1
21641,137328,1,230,2327,1
81894,108684,1,394,2363,0
53556,64800,1,151,2012,0
142633,94937,0,501,1100,1
158675,41548,0,981,815,1
142640,128845,1,962,4246,0
46824,113815,1,932,1320,0
73775,127602,1,505,4764,0
158043,126270,1,385,4502,0
190966,126320,1,907,2334,0
158064,25570,0,532,4587,1
78719,21182,1,964,1032,0
189425,39373,1,966,1155,0
24601,43019,1,447,1100,0
164251,16043,0,579,2785,1
64111,19239,1,125,996,0
59187,141488,1,554,1435,0
87168,134484,1,693,2545,0
39315,81976,1,488,3700,0
56093,24406,1,611,4984,0
128808,1875,1,890,353,0
139983,136824,0,445,2318,1
36919,132425,1,469,4527,1
110355,14691,1,348,738,0
45384,48075,1,507,2519,0
168727,10794,1,456,4603,0
177958,147478,1,985,54,0
46418,75930,0,907,2084,1
137089,41708,0,751,899,1
181192,115492,1,384,2102,0
7156,106629,1,711,523,1
57721,123313,0,928,462,1
93752,21352,0,447,4792,1
167455,101975,1,627,1501,0
173729,93848,1,114,3876,0
144544,146510,1,451,715,0
162087,44999,1,653,3297,0
122004,18482,1,118,2779,0
114798,47279,0,92,3611,1
185768,109413,1,909,988,0
195234,54213,1,520,1828,0
108182,113909,0,584,211,1
12294,13026,1,537,3146,0
176053,85184,1,432,753,0
174673,5435,1,750,3750,0
154248,139565,1,873,3689,0
86370,59321,1,144,3222,0
114019,133835,0,67,435,1
175216,20389,1,699,1901,0
179790,31498,0,877,4179,1
160811,63755,1,130,1235,0
72593,101545,1,732,778,0
63651,35825,1,280,4929,0
3659,16934,1,788,3852,1
18748,5574,0,651,1960,1
48373,130698,1,565,4272,0
137518,132659,1,512,1806,0
119740,42782,1,639,3230,0
155688,60561,0,0,1724,1
119896,135481,1,684,185,0
107976,127159,1,941,1494,0
12154,26751,0,431,1979,1
100107,38174,1,390,4053,0
59194,122678,1,265,245,0
152752,56572,0,398,4047,1
71036,61416,1,807,383,0
42673,143113,1,255,284,1
144750,35201,1,394,3994,0
88209,36069,1,951,299,0
196506,26370,0,173,900,1
154746,125342,1,44,1459,0
165145,142658,1,854,2921,0
140512,125758,1,140,2533,0
183326,136394,0,538,805,1
37389,65294,1,744,2228,0
81934,79468,1,720,1921,0
127964,90715,1,49,4972,0
76158,70793,1,60,4789,0
75393,111672,1,242,2387,0
31406,140849,1,268,2538,1
119508,142321,1,139,1996,0
127839,120902,1,156,4825,0
34089,21390,1,596,2503,0
110646,20369,1,595,104,0
105116,143953,1,275,438,0
186903,9587,1,30,1521,0
167528,107009,1,7,1351,1
138304,138905,1,791,2698,0
162987,47013,1,714,3612,0
36046,117341,1,934,508,1
88925,127785,0,32,4346,1
65686,146826,1,809,4974,0
81576,107584,1,654,1274,0
196558,78113,1,451,2822,0
199653,86784,1,448,63,0
127561,35282,1,927,3921,0
195251,24124,1,906,4415,0
26165,70102,1,861,859,0
17638,133268,1,36,2827,1
17019,61527,1,658,1547,1
80537,130371,1,946,2076,0
49109,130942,1,739,436,0
172698,96651,1,33,3657,0
77236,85395,1,454,762,0
68393,11345,1,443,735,0
16019,124544,0,236,3664,1
92583,34077,1,211,4094,0
164832,130429,1,820,4728,0
40395,12055,1,139,1578,0
23716,103693,1,701,3729,1
91663,85283,1,607,1076,0
57998,44484,1,705,2280,0
158290,77514,1,981,1830,0
188861,90135,1,360,1898,0
7426,35771,1,303,4295,1
17732,110284,1,295,673,1
112423,117399,1,151,548,0
4363,104885,1,945,936,1
65113,129344,1,222,4144,0
94023,142832,1,195,895,0
124462,113226,1,599,2569,0
163194,99250,1,298,2087,0
31915,25762,1,528,913,0
126893,136016,1,487,1176,0
55759,48825,1,210,4771,0
193515,13877,1,231,4865,0
109852,129065,1,869,4306,0
160448,108443,1,694,3273,0
182578,99612,1,673,4242,0
192023,117674,1,366,1522,0
38472,115074,0,480,2802,1
148702,134330,1,581,3122,0
33898,31629,1,571,4590,0
76334,15775,1,178,2456,0
31012,55,1,483,1649,0
170609,88697,1,588,2320,0
54258,101505,1,494,2505,0
12328,80720,1,968,1143,1
111340,78199,1,546,3772,0
112361,33734,1,929,45,0
110949,149594,1,15,3314,0
145287,142728,1,465,4406,0
16461,146965,1,401,2609,1
31372,16493,0,293,4426,1
54629,134704,1,170,4106,0
141183,95872,1,31,3119,0
68013,61779,1,262,1400,0
125931,144338,1,214,1591,0
115400,121187,1,982,7,0
116497,116603,1,557,983,0
72245,61607,0,188,3597,1
64320,16940,1,785,1750,0
10761,127880,1,582,3511,1
199088,98408,1,807,3828,0
36383,34815,1,599,565,0
135332,49297,1,845,2320,0
145561,60107,1,945,900,0
125708,82793,1,260,2178,0
56554,147754,1,181,3592,0
165580,19622,1,504,2771,0
73799,30408,1,341,113,0
45118,139909,1,953,531,1
74074,146479,1,21,1522,0
136326,93190,0,73,3410,1
150278,149967,1,601,1044,0
125546,370,1,846,32,0
189653,114212,1,165,132,0
9691,486,1,233,2967,0
53368,23762,1,374,1726,0
97548,26613,1,432,25,0
131738,3196,1,640,2648,0
175920,100565,0,333,4640,1
95678,76349,1,803,1261,0
192040,64839,1,606,2065,0
42833,8572,1,539,3345,0
48609,45853,0,865,933,1
10531,72379,1,34,1050,1
68915,132177,1,443,816,0
25597,116074,1,230,4203,1
28987,43209,1,317,737,0
212,149123,1,342,2914,1
88738,94244,1,429,3602,0
124987,100300,1,875,792,0
68624,114682,0,978,3175,1
160405,57175,1,636,1355,0
46484,137921,1,465,1385,0
151180,101551,0,78,3992,1
170968,18976,0,892,4384,1
141831,130617,1,572,1060,0
81442,99794,0,448,1371,1
98545,56866,1,728,4138,0
72987,117752,1,281,1149,0
102752,47078,1,674,3202,0
186999,31113,1,56,3353,0
48236,15401,1,974,2942,0
29306,143956,1,190,4628,1
193788,147214,1,643,3448,0
172400,71492,0,462,3047,1
18757,76693,1,41,2710,1
98457,35135,1,485,1500,0
144472,27862,1,172,68,0
121242,136262,1,678,1866,0
56278,70199,1,249,1948,0
91883,105366,1,509,3901,0
4900,4331,1,501,3508,0
119973,44648,1,192,300,0
115705,28549,1,789,4122,0
76564,25761,1,906,2977,0
10704,3262,1,749,2600,0
196138,72572,0,741,2153,1
9720,87858,1,164,4681,1
19174,84667,1,754,4905,1
118418,4677,1,89,4729,0
147240,130334,1,690,4018,0
119269,101437,1,986,3082,0
5787,149667,1,57,4754,1
124486,60148,1,972,1239,0
35590,46926,1,262,2933,0
30687,75271,1,647,2368,0
178941,34457,1,749,459,0
129997,42531,1,818,4028,0
84421,128027,1,242,2626,0
186191,45771,1,662,3763,0
127815,93135,1,857,2801,0
38072,66354,1,875,4255,0
173762,112743,1,758,463,0
18078,33892,1,218,997,0
36040,129662,1,8,3006,1
196054,95057,1,429,1678,0
90378,38409,1,805,864,0
83367,149457,0,878,1190,1
90522,118566,0,12,2697,1
65455,61716,1,774,2374,0
10387,89152,1,906,864,1
135514,26382,1,969,2576,0
195689,76675,1,224,3915,0
61934,22419,1,742,2926,0
98869,81238,1,689,4429,0
143406,12397,1,758,2397,0
25174,57888,1,66,2221,0
87473,35169,1,808,1782,0
34599,62182,1,668,3998,0
191708,92476,1,676,2803,0
45038,42249,1,502,4167,0
63138,75603,0,183,4547,1
73866,79360,1,207,2958,0
183367,13444,1,527,1778,0
31755,123662,1,299,825,1
40466,98843,1,817,3661,0
78227,10974,1,240,3369,0
112025,112150,1,454,3095,0
24231,94826,1,974,2157,1
6726,97648,1,741,51,1
187231,134028,1,901,3361,0
20614,139149,1,529,3515,1
183207,36490,1,658,4562,0
130518,124713,1,243,3330,0
104216,55612,1,562,1674,0
186326,100474,1,961,2865,0
179972,36159,1,770,1361,0
136733,39710,1,237,786,0
124870,144878,1,245,555,0
74525,113096,0,344,2039,1
194817,107412,1,483,1762,0
64314,94924,1,309,2112,0
29989,6458,1,560,2210,0
118952,130993,1,283,1701,0
5906,35524,1,37,2086,1
162629,137925,1,795,2712,0
31060,40477,1,31,2407,0
168762,32222,1,242,2316,0
145793,18320,0,552,1610,1
114104,94154,1,291,4352,0
11143,52243,1,614,4705,1
166375,148424,1,291,1127,0
182189,72833,1,618,904,0
23434,93476,1,757,163,1
50205,114560,1,381,1136,0
179321,134275,0,598,4710,1
101273,39267,1,577,2025,0
17352,37941,1,137,105,0
147997,82809,1,837,4794,0
31827,25368,1,199,4459,0
177736,77186,1,334,3092,0
40113,30984,1,604,2021,0
128960,801,1,446,1152,0
7972,106538,0,347,698,1
110724,112201,1,277,3867,0
11876,47965,1,993,3270,1
164690,85269,1,531,746,0
28184,141041,0,800,960,1
183265,35969,1,398,3491,0
55104,91679,1,390,3297,0
35267,28363,1,983,2977,0
78218,141044,1,601,208,0
117412,33351,1,561,3316,0
149345,111023,1,9,1891,1
86274,87948,1,590,1176,0
60550,56235,0,548,3506,1
39927,14855,1,58,2039,0
42918,125074,0,87,3289,1
97038,54437,1,458,1452,0
104797,137844,1,103,4761,0
186754,90410,1,830,3860,0
180918,19731,1,788,1617,0
177409,141203,1,103,434,0
119868,66324,1,253,2327,0
156109,81720,1,741,1646,0
168923,96433,0,334,3163,1
190551,2889,1,462,4762,0
44941,9569,1,548,1440,0
160871,87193,1,300,4443,0
192665,85192,1,653,4860,0
181408,87154,1,554,933,0
28146,108073,1,627,4278,1
140151,7612,1,340,2555,0
137483,51644,1,491,1146,0
97364,32069,1,83,3996,0
123284,81741,0,928,380,1
154368,55897,1,258,824,0
41573,145006,1,359,1538,1
97544,141167,1,86,3375,0
46856,102544,1,427,1637,0
54828,18706,1,366,4287,0
23317,103602,0,342,524,1
174185,34629,1,346,3107,0
197995,124746,1,802,1093,0
165248,20431,1,920,104,0
172856,40088,1,95,1739,0
199905,31385,1,254,2360,0
98728,70199,1,853,3126,0
12416,38677,1,135,1676,1
57014,118104,1,247,2354,0
146499,12818,0,498,4916,1
173545,63001,1,883,4131,0
32376,49832,0,957,2934,1
57027,40931,0,485,1872,1
71234,83990,1,401,1042,0
99076,72204,1,603,3434,0
182273,45784,1,411,1441,0
96779,106305,1,970,1845,0
26720,9921,1,907,3501,0
27610,34959,1,447,1541,0
99858,32328,1,246,466,0
31179,139931,1,769,2944,1
141033,89506,1,698,4294,0
76378,74408,1,420,1591,0
69257,123852,1,123,2815,0
193026,26708,1,259,4072,0
193723,18847,0,168,3572,1
70022,55989,1,940,4336,0
63042,125383,1,876,1193,0
89823,4922,1,110,293,0
6553,52335,1,289,921,1
116986,126913,0,598,1338,1
154254,144613,1,12,3198,1
24027,19551,1,262,4563,0
106302,113319,1,799,2414,0
136619,55673,1,22,4853,0
60433,101531,1,944,3475,0
153817,22948,1,199,1541,0
59358,92264,1,241,2498,0
113137,59072,1,238,907,0
187609,67560,0,302,2493,1
16057,133558,1,164,2127,1
100694,66691,1,737,3088,0
178153,141154,1,175,4647,0
184497,102781,1,28,3990,0
131748,84105,1,676,3751,0
168,7086,1,534,2097,1
41429,127818,0,293,3174,1
184821,67853,1,476,387,0
141711,101925,1,382,298,0
135875,70027,1,555,4434,0
22425,15916,1,772,3460,0
120580,15248,1,691,4061,0
29305,24226,1,295,473,0
89886,48380,1,650,4711,0
10754,7848,1,333,4887,0
104136,14274,1,247,3213,0
156198,54545,1,240,4108,0
128568,96494,1,105,448,0
37492,115981,1,897,2221,1
164438,16304,1,930,1982,0
21228,11294,1,684,3611,0
72935,26425,0,560,2642,1
145133,110777,0,122,1920,1
28385,140497,1,34,2316,1
26040,91549,1,617,1274,1
30625,93464,0,987,4868,1
150954,106748,1,839,1615,0
186393,68295,0,415,4983,1
195118,16091,1,707,3618,0
117365,119943,0,620,2306,1
53357,131074,1,636,259,0
161988,50411,1,326,3206,0
163861,95696,1,294,1512,0
3196,146320,1,431,4738,1
164237,71309,1,346,2128,0
90541,146109,1,36,3438,0
104581,67421,1,699,2176,0
195718,40612,1,511,4507,0
180800,13450,1,848,3508,0
3636,9491,1,969,4710,0
137249,117026,1,899,4994,0
42085,74804,1,534,3080,0
90358,93293,1,909,231,0
151358,119498,1,772,729,0
28676,137863,1,705,3012,1
122816,105475,0,877,2929,1
182508,28314,1,663,317,0
127739,51883,1,17,1530,0
159679,87086,1,26,1110,0
51404,101291,1,535,715,0
154549,9967,1,28,1341,0
180307,43220,1,650,3404,0
7104,136019,1,657,3312,1
156508,56131,1,634,3120,0
56497,28876,0,639,3087,1
96727,101448,1,879,201,0
178761,49228,1,116,2140,0
30116,74495,1,131,1672,0
63941,28261,1,288,1056,0
153691,106601,1,717,3671,0
173068,61260,1,235,418,0
60925,134418,1,41,2598,0
63535,56176,1,159,625,0
167301,52300,1,763,4940,0
7793,142412,1,690,3830,1
28087,33012,1,124,1878,0
123292,102153,0,259,1944,1
89575,73273,0,275,2929,1
101020,112328,1,212,2767,0
83593,110304,1,962,3383,0
147608,106637,1,472,3540,0
88345,148348,1,835,393,0
94444,54639,1,701,2856,0
175934,121939,1,569,2919,0
141219,7310,1,430,2618,0
115058,102944,1,714,631,0
48360,141463,0,79,2856,1
140943,122013,1,954,321,0
125431,141964,1,227,3506,0
64032,76733,1,901,4669,0
188983,109264,0,94,1693,1
159215,79071,1,423,1063,0
92606,122611,1,972,3111,0
29961,70658,1,918,1476,0
104802,9852,1,947,2917,0
124922,5387,1,515,3261,0
126308,127571,1,164,2793,0
136516,97295,1,425,3086,0
178318,130381,1,996,3811,0
42538,39994,1,811,3970,0
159347,116912,1,992,3351,0
78820,131632,1,892,958,0
39284,124210,1,41,4143,1
109792,56565,1,796,1582,0
154965,1312,1,740,3176,0
148707,149277,0,402,2416,1
61068,125882,1,754,459,0
127901,142667,1,723,2294,0
166221,87566,1,415,2311,0
183238,21329,1,299,1229,0
182056,68187,1,54,1530,0
97666,75542,1,335,4625,0
138056,108237,1,900,1387,0
157266,114476,1,880,2797,0
173677,35645,1,429,1363,0
190637,87502,1,971,4502,0
123262,87310,1,684,452,0
192635,69619,1,788,3904,0
86210,33513,1,333,4909,0
6915,8749,1,740,577,0
188790,60645,1,405,3919,0
46862,53175,1,29,3012,0
34969,148395,1,534,3264,1
156304,50762,1,516,1931,0
137055,64222,1,574,4242,0
17158,12213,1,220,4501,0
59770,97367,1,826,182,0
108217,107157,1,989,3177,0
39076,32583,1,593,235,0
112995,128792,1,493,637,0
69524,79944,1,753,3005,0
9508,22369,1,252,4274,0
191780,115844,1,563,2479,0
195456,19510,1,320,3472,0
95462,12120,1,38,524,0
188943,99847,1,464,2790,0
147982,98575,1,770,2370,0
45843,129269,0,937,1284,1
125205,5295,1,838,1635,0
189356,20460,1,410,1723,0
89494,14963,1,411,2446,0
26811,77116,1,491,4432,0
176077,27328,1,437,4214,0
153245,84629,1,478,1581,0
70124,124034,1,782,2460,0
38719,21605,1,948,579,0
185170,110901,1,71,3941,0
55424,108241,1,581,195,0
180222,47598,1,219,332,0
105437,72258,0,3,3091,1
92954,40969,1,861,4718,0
133538,62784,1,912,657,0
145368,147000,1,289,703,0
177881,21274,1,379,4978,0
76976,129994,1,901,1449,0
93476,34416,1,803,1252,0
64951,100434,1,354,523,0
98994,51310,1,742,2264,0
84085,80758,1,934,2422,0
192409,143435,1,79,35,0
77799,30628,1,65,775,0
30846,69672,1,135,27,0
124452,46246,1,398,85,0
120034,142233,1,702,2235,0
179835,89110,1,346,2352,0
76277,2810,1,847,3493,0
37648,71688,0,960,4281,1
181485,65548,1,58,4653,0
43955,11162,1,777,2556,0
187926,87858,1,518,4312,0
100505,73535,1,879,256,0
159121,138291,1,713,3806,0
125593,70864,1,843,1447,0
16002,134693,0,976,4419,1
79756,118371,1,236,2244,0
98610,89792,1,779,4599,0
154988,66188,1,78,3343,0
55538,81718,0,557,693,1
