profile_pic,username_digit_ratio,fullname_digit_ratio,bio_length,followers_count,following_count,posts_count,account_age_days,posting_frequency,followers_following_ratio,is_fake
1,0.025,0.015,117,1152,189,448,367,1.221,6.095,0
1,0.098,0.017,97,4973,575,983,524,1.876,8.649,0
0,0.011,0.007,148,1675,285,169,3545,0.048,5.877,0
0,0.527,0.309,12,3,1031,6,70,0.086,0.003,1
0,0.708,0.128,16,40,3366,7,2,3.5,0.012,1
1,0.852,0.212,3,47,1478,7,147,0.048,0.032,1
1,0.064,0.012,140,1337,577,157,2959,0.053,2.317,0
1,0.033,0.008,36,2104,316,583,3137,0.186,6.658,0
1,0.054,0.01,75,1492,625,424,3370,0.126,2.387,0
1,0.094,0.017,95,3548,624,717,794,0.903,5.686,0
1,0.077,0.016,103,4129,505,763,1359,0.561,8.176,0
0,0.846,0.327,20,0,2926,7,128,0.055,0.0,0
1,0.062,0.02,138,2734,900,333,1645,0.202,3.038,0
0,0.09,0.013,141,2837,383,162,3846,0.042,7.407,0
1,0.045,0.012,136,1695,861,486,919,0.529,1.969,0
0,0.763,0.237,20,14,2219,14,91,0.154,0.006,1
1,0.365,0.256,8,15,2396,6,133,0.045,0.006,1
1,0.063,0.014,102,743,573,881,2847,0.309,1.297,0
1,0.057,0.009,94,2874,561,569,3462,0.164,5.123,0
1,0.703,0.232,17,4,2549,15,135,0.111,0.002,1
0,0.794,0.496,1,31,4444,6,15,0.4,0.007,1
1,0.065,0.002,117,4117,576,447,749,0.597,7.148,0
0,0.712,0.444,10,42,1104,0,126,0.0,0.038,1
0,0.431,0.334,4,12,1808,10,73,0.137,0.007,1
1,0.843,0.264,18,38,2392,4,142,0.028,0.016,0
1,0.077,0.015,58,1012,883,191,3729,0.051,1.146,0
1,0.039,0.004,88,2248,421,761,3113,0.244,5.34,0
0,0.785,0.214,14,9,2075,1,49,0.02,0.004,1
1,0.377,0.207,15,4,2196,13,85,0.153,0.002,1
0,0.059,0.014,70,3315,452,761,2214,0.344,7.334,0
0,0.325,0.493,1,2,2683,3,121,0.025,0.001,1
1,0.019,0.019,63,3252,677,330,3639,0.091,4.804,0
1,0.039,0.015,43,4813,677,305,3079,0.099,7.109,0
0,0.874,0.159,0,26,2330,0,113,0.0,0.011,1
1,0.362,0.162,4,34,3658,7,7,1.0,0.009,1
1,0.03,0.008,118,3189,354,737,382,1.929,9.008,0
0,0.523,0.23,10,37,2363,1,33,0.03,0.016,1
1,0.021,0.007,30,4393,610,548,3511,0.156,7.202,0
0,0.781,0.225,6,14,3646,4,125,0.032,0.004,1
1,0.099,0.012,106,805,369,744,3737,0.199,2.182,0
1,0.003,0.004,124,2300,509,629,1909,0.329,4.519,0
0,0.89,0.434,13,36,1071,5,48,0.104,0.034,1
0,0.639,0.25,10,43,1095,12,27,0.444,0.039,1
0,0.663,0.273,14,1,4758,2,88,0.023,0.0,1
1,0.017,0.001,104,2010,358,366,2870,0.128,5.615,0
1,0.044,0.01,50,1238,491,236,3347,0.071,2.521,1
1,0.065,0.014,126,2194,702,802,2966,0.27,3.125,0
1,0.007,0.012,103,3395,901,714,2861,0.25,3.768,0
1,0.0,0.007,33,4235,187,213,1074,0.198,22.647,0
1,0.004,0.001,101,1331,248,573,1320,0.434,5.367,0
0,0.567,0.212,14,49,1221,10,74,0.135,0.04,1
1,0.494,0.394,17,28,4232,5,141,0.035,0.007,1
0,0.337,0.177,5,44,3704,0,21,0.0,0.012,1
1,0.017,0.02,100,734,398,314,2068,0.152,1.844,0
0,0.519,0.332,4,47,4608,8,126,0.063,0.01,1
1,0.084,0.008,118,459,762,486,3994,0.122,0.602,0
1,0.027,0.003,110,2405,936,400,1089,0.367,2.569,0
0,0.431,0.32,8,30,3026,8,4,2.0,0.01,1
0,0.786,0.38,8,26,2302,15,120,0.125,0.011,1
1,0.087,0.02,41,1465,729,576,2413,0.239,2.01,0
0,0.872,0.161,9,9,2633,1,35,0.029,0.003,1
1,0.099,0.018,117,883,824,709,3461,0.205,1.072,0
0,0.372,0.111,10,12,4545,15,20,0.75,0.003,1
1,0.094,0.001,79,3558,655,577,408,1.414,5.432,0
0,0.345,0.436,20,25,2548,9,121,0.074,0.01,1
1,0.058,0.007,38,1482,577,646,2510,0.257,2.568,0
1,0.374,0.17,8,8,3280,11,61,0.18,0.002,1
1,0.067,0.005,137,3567,910,68,712,0.096,3.92,0
1,0.009,0.012,117,2443,669,70,2504,0.028,3.652,0
1,0.093,0.002,30,4514,898,791,3171,0.249,5.027,0
1,0.087,0.002,51,622,591,528,3022,0.175,1.052,0
0,0.869,0.289,9,3,2167,7,58,0.121,0.001,1
1,0.055,0.007,86,3407,563,766,986,0.777,6.052,0
1,0.476,0.133,1,20,4991,2,24,0.083,0.004,1
0,0.797,0.47,1,43,2920,1,28,0.036,0.015,0
1,0.074,0.001,52,396,481,99,973,0.102,0.823,0
1,0.029,0.009,117,2181,820,749,2895,0.259,2.66,0
1,0.008,0.02,52,4155,473,976,2922,0.334,8.784,0
0,0.584,0.359,20,42,4522,10,59,0.169,0.009,1
1,0.042,0.012,125,3997,866,366,1407,0.26,4.615,0
0,0.4,0.161,19,48,4039,8,43,0.186,0.012,1
0,0.35,0.214,11,49,3944,6,113,0.053,0.012,1
1,0.094,0.016,138,3301,195,972,1133,0.858,16.928,0
1,0.094,0.02,128,2182,989,504,3598,0.14,2.206,0
1,0.751,0.397,19,28,2553,3,97,0.031,0.011,1
1,0.303,0.312,10,31,4140,2,118,0.017,0.007,1
1,0.066,0.016,96,2743,730,790,1966,0.402,3.758,0
0,0.347,0.209,19,2,3111,1,55,0.018,0.001,1
1,0.08,0.01,51,2620,852,96,3125,0.031,3.075,0
1,0.026,0.007,102,4869,547,264,1113,0.237,8.901,0
1,0.759,0.227,14,47,3421,3,25,0.12,0.014,1
0,0.354,0.485,16,23,4279,2,137,0.015,0.005,1
0,0.706,0.459,19,35,3737,10,57,0.175,0.009,1
1,0.008,0.007,103,3675,220,562,3092,0.182,16.705,0
0,0.791,0.282,6,41,2126,0,11,0.0,0.019,1
1,0.015,0.017,63,1568,454,680,2393,0.284,3.454,0
1,0.013,0.007,72,2728,659,896,1036,0.865,4.14,0
0,0.61,0.454,15,50,3244,3,37,0.081,0.015,1
1,0.085,0.016,90,2392,723,796,2576,0.309,3.308,0
1,0.483,0.102,5,37,2015,14,27,0.519,0.018,1
1,0.055,0.005,90,1776,182,318,2125,0.15,9.758,0
0,0.41,0.234,1,17,2409,4,47,0.085,0.007,1
0,0.819,0.436,19,32,3123,14,139,0.101,0.01,1
1,0.094,0.007,65,2998,625,314,3983,0.079,4.797,0
0,0.477,0.128,8,0,1473,4,149,0.027,0.0,1
1,0.098,0.008,143,326,807,386,2831,0.136,0.404,0
0,0.717,0.233,2,44,3381,6,65,0.092,0.013,1
1,0.025,0.012,44,1554,960,335,3811,0.088,1.619,0
0,0.472,0.218,19,15,2728,11,105,0.105,0.005,1
1,0.089,0.02,82,4841,922,461,922,0.5,5.251,0
1,0.721,0.196,1,29,1115,13,86,0.151,0.026,1
1,0.052,0.017,59,1136,487,85,902,0.094,2.333,0
1,0.045,0.018,60,2332,154,268,3793,0.071,15.143,0
0,0.705,0.423,20,45,4073,15,18,0.833,0.011,1
0,0.681,0.165,9,29,4572,11,108,0.102,0.006,1
1,0.338,0.423,4,40,1313,6,140,0.043,0.03,1
1,0.049,0.017,101,4299,652,826,3633,0.227,6.594,0
1,0.04,0.002,119,2747,455,687,3894,0.176,6.037,1
1,0.051,0.008,75,3847,433,775,3778,0.205,8.885,0
1,0.052,0.001,110,4813,796,584,1085,0.538,6.046,0
0,0.346,0.169,16,45,3213,12,111,0.108,0.014,1
0,0.847,0.226,19,17,2597,9,45,0.2,0.007,1
1,0.089,0.02,137,4663,393,509,3983,0.128,11.865,0
0,0.392,0.197,7,43,1686,14,24,0.583,0.026,0
1,0.075,0.003,125,1605,117,262,3918,0.067,13.718,0
0,0.529,0.275,9,8,4226,14,124,0.113,0.002,1
0,0.382,0.478,10,11,2930,4,136,0.029,0.004,1
1,0.038,0.001,61,1525,106,567,2343,0.242,14.387,0
1,0.023,0.005,40,359,516,236,3092,0.076,0.696,0
0,0.794,0.206,20,22,4331,11,123,0.089,0.005,1
0,0.834,0.169,20,8,4517,14,128,0.109,0.002,1
1,0.76,0.122,10,13,2391,11,150,0.073,0.005,1
1,0.006,0.003,89,2107,863,701,3106,0.226,2.441,0
1,0.017,0.007,148,3971,123,369,3269,0.113,32.285,0
0,0.453,0.405,4,21,2401,10,75,0.133,0.009,1
1,0.613,0.391,7,37,4259,14,118,0.119,0.009,1
0,0.476,0.142,15,35,3201,2,93,0.022,0.011,1
0,0.553,0.414,9,25,4561,14,60,0.233,0.005,1
1,0.084,0.02,73,3413,723,60,1581,0.038,4.721,0
0,0.467,0.368,8,47,3748,13,128,0.102,0.013,1
0,0.424,0.385,19,4,4951,5,73,0.068,0.001,1
1,0.033,0.011,147,3885,129,60,3065,0.02,30.116,0
1,0.089,0.005,108,2444,420,646,3806,0.17,5.819,0
1,0.805,0.484,13,17,1130,15,106,0.142,0.015,1
0,0.633,0.229,1,5,1527,1,58,0.017,0.003,0
0,0.447,0.305,3,15,3954,15,24,0.625,0.004,1
0,0.526,0.318,7,22,2737,1,83,0.012,0.008,1
0,0.629,0.499,1,34,3759,0,30,0.0,0.009,1
1,0.022,0.009,137,1919,433,463,2242,0.207,4.432,0
1,0.682,0.28,5,32,4141,14,19,0.737,0.008,0
1,0.093,0.007,85,3315,573,763,2746,0.278,5.785,0
0,0.477,0.484,10,36,2405,11,95,0.116,0.015,1
1,0.034,0.018,60,3468,237,626,3273,0.191,14.633,1
0,0.044,0.006,76,2644,176,622,1283,0.485,15.023,0
0,0.865,0.376,4,47,4494,11,37,0.297,0.01,1
0,0.337,0.281,16,41,4999,5,20,0.25,0.008,1
1,0.031,0.017,108,1815,194,356,3773,0.094,9.356,0
0,0.595,0.384,10,9,1245,6,11,0.545,0.007,1
1,0.699,0.289,12,48,3551,8,119,0.067,0.014,1
1,0.051,0.015,48,2759,158,243,3734,0.065,17.462,0
1,0.068,0.005,122,1050,904,222,3387,0.066,1.162,0
0,0.827,0.214,5,37,1820,13,60,0.217,0.02,1
1,0.084,0.016,103,2352,192,230,3630,0.063,12.25,0
1,0.082,0.018,76,1649,462,539,2706,0.199,3.569,0
1,0.057,0.014,66,4219,722,985,1400,0.704,5.843,0
0,0.78,0.362,4,20,2238,13,3,4.333,0.009,1
1,0.84,0.135,3,13,4276,9,60,0.15,0.003,1
1,0.05,0.007,38,1955,319,665,3507,0.19,6.129,0
1,0.043,0.004,89,3802,659,475,722,0.658,5.769,0
0,0.444,0.428,3,49,1477,4,7,0.571,0.033,1
1,0.062,0.018,120,1969,614,135,1281,0.105,3.207,0
1,0.029,0.017,101,581,266,682,2518,0.271,2.184,1
1,0.005,0.011,97,875,692,438,3139,0.14,1.264,0
1,0.786,0.163,3,36,1441,1,132,0.008,0.025,1
0,0.702,0.177,12,35,3978,6,25,0.24,0.009,1
1,0.015,0.015,142,3566,600,105,1595,0.066,5.943,0
0,0.727,0.378,2,30,1348,0,56,0.0,0.022,1
1,0.841,0.137,3,32,4248,15,75,0.2,0.008,1
0,0.788,0.112,7,46,1843,5,6,0.833,0.025,0
0,0.892,0.209,8,37,2506,13,8,1.625,0.015,1
1,0.008,0.018,90,3501,453,109,3749,0.029,7.728,0
0,0.572,0.4,4,22,3897,14,39,0.359,0.006,1
1,0.795,0.402,6,7,2615,0,51,0.0,0.003,1
0,0.876,0.302,2,5,3671,1,81,0.012,0.001,1
1,0.714,0.276,0,12,4111,12,53,0.226,0.003,1
1,0.539,0.285,0,22,3432,8,104,0.077,0.006,1
1,0.086,0.019,80,2311,981,782,925,0.845,2.356,0
0,0.449,0.376,1,1,3019,3,82,0.037,0.0,1
0,0.305,0.111,15,4,2123,1,144,0.007,0.002,1
1,0.025,0.004,57,550,918,820,2028,0.404,0.599,0
0,0.621,0.296,9,44,3218,6,44,0.136,0.014,1
1,0.501,0.393,18,31,1763,4,135,0.03,0.018,1
1,0.033,0.011,118,1458,802,432,2619,0.165,1.818,0
1,0.746,0.242,3,13,3540,3,148,0.02,0.004,1
0,0.769,0.486,9,33,4530,5,61,0.082,0.007,1
0,0.626,0.464,17,45,3003,6,102,0.059,0.015,1
1,0.084,0.004,60,4657,117,83,1422,0.058,39.803,0
1,0.041,0.009,96,2849,523,481,3640,0.132,5.447,0
1,0.043,0.01,121,2477,200,452,1310,0.345,12.385,0
1,0.009,0.001,59,1165,568,390,1778,0.219,2.051,0
1,0.058,0.01,34,1298,366,416,2467,0.169,3.546,0
0,0.608,0.144,8,16,4273,2,95,0.021,0.004,1
1,0.054,0.014,121,2054,819,438,645,0.679,2.508,0
0,0.623,0.147,9,24,4757,0,51,0.0,0.005,1
1,0.008,0.01,51,3574,866,816,455,1.793,4.127,0
1,0.034,0.014,64,3405,459,981,1422,0.69,7.418,0
1,0.539,0.488,12,32,4084,8,60,0.133,0.008,1
1,0.009,0.005,33,1925,397,948,3638,0.261,4.849,0
1,0.063,0.006,73,4941,462,740,2045,0.362,10.695,0
1,0.003,0.005,30,1006,194,665,2059,0.323,5.186,0
1,0.383,0.299,4,14,4967,12,121,0.099,0.003,1
0,0.712,0.376,20,46,4956,14,54,0.259,0.009,1
0,0.618,0.314,1,37,2330,14,6,2.333,0.016,1
1,0.651,0.203,19,36,1348,13,93,0.14,0.027,1
1,0.368,0.176,8,48,4168,0,62,0.0,0.012,0
0,0.617,0.201,8,12,4570,15,119,0.126,0.003,1
1,0.715,0.169,15,36,2354,10,32,0.312,0.015,0
0,0.409,0.482,8,18,3511,12,110,0.109,0.005,1
0,0.476,0.434,15,44,3859,11,112,0.098,0.011,1
0,0.506,0.3,0,7,2699,2,115,0.017,0.003,1
1,0.484,0.332,9,44,4077,10,150,0.067,0.011,1
1,0.488,0.147,13,45,1871,7,42,0.167,0.024,1
1,0.091,0.01,92,1046,803,749,3855,0.194,1.303,0
1,0.009,0.0,101,1147,228,749,3281,0.228,5.031,1
0,0.682,0.235,12,4,4021,7,11,0.636,0.001,1
1,0.087,0.016,150,4938,408,622,1519,0.409,12.103,0
1,0.092,0.006,110,2308,420,780,1801,0.433,5.495,0
0,0.079,0.018,144,4738,306,705,1238,0.569,15.484,0
1,0.067,0.016,121,3242,980,465,3061,0.152,3.308,0
0,0.896,0.15,6,3,4761,4,107,0.037,0.001,1
0,0.527,0.355,15,6,4391,2,88,0.023,0.001,1
0,0.378,0.392,2,33,4544,14,10,1.4,0.007,1
0,0.613,0.338,2,46,4833,0,125,0.0,0.01,1
1,0.012,0.02,45,923,407,460,1420,0.324,2.268,0
1,0.728,0.133,3,37,4507,7,16,0.438,0.008,1
1,0.046,0.016,52,2773,994,990,2369,0.418,2.79,0
1,0.073,0.015,96,4777,978,717,3500,0.205,4.884,0
1,0.071,0.005,122,4255,399,622,3128,0.199,10.664,0
1,0.073,0.009,37,4140,673,623,3999,0.156,6.152,0
0,0.388,0.197,10,6,1642,2,143,0.014,0.004,1
0,0.63,0.165,5,25,2978,1,105,0.01,0.008,1
1,0.041,0.0,99,3825,469,982,3309,0.297,8.156,0
1,0.63,0.186,18,41,2478,14,17,0.824,0.017,1
1,0.04,0.017,97,1394,211,836,3302,0.253,6.607,0
0,0.308,0.373,15,0,4407,0,115,0.0,0.0,0
0,0.448,0.308,1,33,3586,13,112,0.116,0.009,0
0,0.864,0.19,1,31,4279,1,147,0.007,0.007,1
0,0.089,0.005,94,2522,708,208,3119,0.067,3.562,0
1,0.044,0.014,99,3906,985,469,3167,0.148,3.965,0
1,0.041,0.001,90,2646,789,934,1466,0.637,3.354,0
0,0.537,0.277,13,30,2618,11,71,0.155,0.011,1
1,0.06,0.003,43,3959,700,327,2406,0.136,5.656,0
0,0.51,0.444,1,12,2258,10,34,0.294,0.005,1
1,0.337,0.275,5,25,3504,7,15,0.467,0.007,1
0,0.807,0.256,8,22,1703,11,114,0.096,0.013,1
1,0.001,0.018,127,570,572,821,3540,0.232,0.997,0
1,0.078,0.001,78,2160,443,138,2137,0.065,4.876,0
1,0.388,0.159,14,25,4050,15,95,0.158,0.006,1
1,0.034,0.011,91,502,163,787,3635,0.217,3.08,0
0,0.803,0.184,13,38,4812,6,50,0.12,0.008,1
0,0.561,0.187,8,8,1612,11,103,0.107,0.005,1
1,0.095,0.01,89,1445,905,902,3866,0.233,1.597,0
1,0.05,0.004,73,2003,204,86,1319,0.065,9.819,0
0,0.73,0.43,1,0,3225,9,37,0.243,0.0,1
0,0.451,0.458,6,47,2825,0,69,0.0,0.017,1
1,0.023,0.015,117,1314,747,691,2566,0.269,1.759,0
1,0.609,0.313,11,25,3599,2,33,0.061,0.007,1
0,0.592,0.319,0,17,2903,7,113,0.062,0.006,1
1,0.052,0.014,110,3344,870,753,3140,0.24,3.844,0
0,0.87,0.329,12,34,1067,12,76,0.158,0.032,1
1,0.071,0.006,123,1480,198,426,2369,0.18,7.475,0
0,0.624,0.189,19,42,1644,13,75,0.173,0.026,1
0,0.424,0.158,14,12,3652,13,134,0.097,0.003,0
1,0.67,0.205,4,33,3277,6,147,0.041,0.01,1
1,0.06,0.012,107,4139,793,738,2486,0.297,5.219,1
1,0.707,0.132,11,1,1974,5,25,0.2,0.001,1
1,0.037,0.012,116,3745,453,867,1851,0.468,8.267,0
1,0.068,0.015,46,3016,111,455,2150,0.212,27.171,0
1,0.091,0.013,81,601,512,711,2239,0.318,1.174,0
1,0.479,0.267,2,19,4394,13,64,0.203,0.004,1
0,0.65,0.39,2,46,1003,7,136,0.051,0.046,1
1,0.486,0.443,12,10,1625,3,84,0.036,0.006,1
0,0.756,0.197,14,18,1843,13,59,0.22,0.01,1
0,0.454,0.235,19,18,1029,6,143,0.042,0.017,1
0,0.492,0.398,13,23,2783,11,51,0.216,0.008,1
1,0.006,0.01,34,738,253,806,3855,0.209,2.917,0
0,0.697,0.395,14,13,2557,12,57,0.211,0.005,1
0,0.884,0.24,12,42,4255,14,53,0.264,0.01,1
0,0.796,0.168,6,18,4760,14,69,0.203,0.004,1
1,0.06,0.001,115,3506,105,866,758,1.142,33.39,0
1,0.003,0.0,100,4554,541,455,3314,0.137,8.418,0
1,0.002,0.009,139,1563,523,366,1611,0.227,2.989,0
0,0.568,0.408,18,40,3829,6,121,0.05,0.01,1
0,0.668,0.352,8,5,2983,13,15,0.867,0.002,1
0,0.67,0.109,6,31,1396,13,75,0.173,0.022,1
1,0.077,0.013,76,4881,210,64,1534,0.042,23.243,0
1,0.049,0.005,64,3728,545,638,3786,0.169,6.84,0
1,0.091,0.016,118,2215,652,501,3511,0.143,3.397,0
1,0.006,0.015,144,2967,233,563,2710,0.208,12.734,0
1,0.033,0.009,147,1019,666,245,2177,0.113,1.53,1
0,0.089,0.015,86,1041,707,591,3451,0.171,1.472,0
1,0.442,0.278,7,16,2453,1,104,0.01,0.007,1
1,0.671,0.301,12,10,4059,10,15,0.667,0.002,1
0,0.327,0.444,20,37,4394,12,72,0.167,0.008,1
1,0.665,0.356,8,14,2221,7,92,0.076,0.006,1
0,0.543,0.232,3,11,4359,3,92,0.033,0.003,1
1,0.082,0.01,38,341,633,609,549,1.109,0.539,0
1,0.821,0.268,9,24,2749,0,77,0.0,0.009,1
1,0.006,0.01,63,3915,382,520,2127,0.244,10.249,0
1,0.65,0.363,2,27,1332,5,46,0.109,0.02,1
1,0.034,0.02,60,3618,815,370,1803,0.205,4.439,0
0,0.545,0.301,2,40,3306,1,11,0.091,0.012,1
1,0.482,0.226,19,14,1880,6,96,0.062,0.007,1
1,0.054,0.014,114,3585,101,152,3702,0.041,35.495,0
1,0.031,0.015,128,512,271,650,1752,0.371,1.889,0
0,0.589,0.416,0,6,4587,0,18,0.0,0.001,1
0,0.477,0.242,14,6,4944,2,96,0.021,0.001,1
1,0.038,0.018,133,1042,712,352,2853,0.123,1.463,0
1,0.058,0.004,81,3361,137,948,1824,0.52,24.533,0
1,0.645,0.369,18,14,4413,13,137,0.095,0.003,1
0,0.601,0.418,15,4,2978,0,138,0.0,0.001,1
0,0.487,0.479,19,13,3896,5,143,0.035,0.003,0
1,0.873,0.439,11,1,3008,3,109,0.028,0.0,1
1,0.096,0.004,134,1450,176,830,1162,0.714,8.239,0
0,0.512,0.485,1,36,4569,8,11,0.727,0.008,1
1,0.094,0.017,91,898,582,557,1852,0.301,1.543,0
1,0.035,0.003,87,2388,653,57,1956,0.029,3.657,0
0,0.341,0.467,5,26,4231,4,9,0.444,0.006,1
1,0.85,0.498,18,23,4863,2,110,0.018,0.005,1
1,0.067,0.003,45,4841,541,99,3770,0.026,8.948,0
0,0.625,0.46,4,42,3910,7,57,0.123,0.011,1
0,0.409,0.243,16,49,3028,4,16,0.25,0.016,1
1,0.015,0.002,66,3092,714,490,2638,0.186,4.331,0
0,0.603,0.342,3,1,4610,12,28,0.429,0.0,1
1,0.04,0.011,66,3243,131,402,1033,0.389,24.756,0
1,0.014,0.001,57,3758,106,581,866,0.671,35.453,0
1,0.027,0.002,118,4861,887,63,1401,0.045,5.48,0
1,0.08,0.008,35,4732,818,127,3198,0.04,5.785,0
1,0.091,0.005,132,4820,960,291,1483,0.196,5.021,0
1,0.033,0.006,142,3186,130,889,2019,0.44,24.508,0
1,0.068,0.017,72,4408,135,473,3755,0.126,32.652,1
1,0.094,0.005,80,3840,708,620,1267,0.489,5.424,0
0,0.683,0.466,11,36,3678,1,125,0.008,0.01,1
0,0.665,0.21,9,9,3724,0,75,0.0,0.002,1
1,0.045,0.017,113,3929,541,233,1660,0.14,7.262,0
0,0.705,0.351,9,29,2663,12,22,0.545,0.011,1
0,0.784,0.178,3,25,4842,9,127,0.071,0.005,1
1,0.888,0.26,15,18,3753,12,133,0.09,0.005,1
1,0.844,0.154,12,8,3493,14,100,0.14,0.002,1
1,0.755,0.255,17,25,2783,0,49,0.0,0.009,1
1,0.052,0.005,150,3576,997,611,2800,0.218,3.587,0
1,0.1,0.014,91,676,227,455,1878,0.242,2.978,0
1,0.084,0.015,135,2719,145,211,622,0.339,18.752,0
0,0.793,0.299,4,13,1355,4,83,0.048,0.01,1
0,0.408,0.181,4,21,4390,12,9,1.333,0.005,1
0,0.493,0.435,19,19,3458,12,17,0.706,0.005,0
0,0.365,0.482,1,21,4165,4,3,1.333,0.005,1
1,0.091,0.018,72,1931,885,139,1136,0.122,2.182,0
1,0.609,0.249,13,1,2349,7,74,0.095,0.0,1
0,0.445,0.151,3,0,3476,2,38,0.053,0.0,1
1,0.058,0.018,143,2153,842,161,3612,0.045,2.557,0
1,0.091,0.013,39,2602,982,81,3672,0.022,2.65,0
1,0.093,0.01,58,2472,811,978,3643,0.268,3.048,0
1,0.068,0.013,142,4246,705,830,2593,0.32,6.023,0
0,0.824,0.118,4,6,4800,3,110,0.027,0.001,1
1,0.015,0.002,92,4935,986,747,3419,0.218,5.005,0
1,0.05,0.013,35,4943,492,204,3893,0.052,10.047,0
1,0.097,0.007,89,4554,890,681,3456,0.197,5.117,0
1,0.786,0.372,11,32,2939,14,73,0.192,0.011,1
1,0.087,0.017,83,2046,885,769,1595,0.482,2.312,0
1,0.095,0.003,125,4346,943,691,975,0.709,4.609,0
0,0.477,0.174,20,20,1829,10,30,0.333,0.011,1
1,0.047,0.011,101,1828,666,75,1721,0.044,2.745,0
1,0.025,0.007,59,4838,853,589,1129,0.522,5.672,1
0,0.583,0.103,8,28,2624,15,112,0.134,0.011,1
1,0.038,0.001,46,4726,659,557,1590,0.35,7.171,0
0,0.718,0.3,2,46,3724,4,15,0.267,0.012,1
1,0.031,0.001,137,2062,833,983,1962,0.501,2.475,0
1,0.06,0.002,129,1416,505,181,755,0.24,2.804,0
0,0.321,0.437,2,16,4237,8,57,0.14,0.004,1
1,0.791,0.106,12,5,2136,9,92,0.098,0.002,0
1,0.079,0.012,149,2805,460,774,2254,0.343,6.098,0
0,0.859,0.185,19,50,3508,15,25,0.6,0.014,1
0,0.71,0.245,7,15,4633,8,149,0.054,0.003,1
1,0.399,0.273,19,29,1116,2,7,0.286,0.026,1
0,0.748,0.417,9,14,2206,9,128,0.07,0.006,1
1,0.727,0.38,17,45,2693,2,136,0.015,0.017,1
1,0.355,0.473,16,25,1219,4,30,0.133,0.021,1
1,0.059,0.01,62,2080,567,497,1264,0.393,3.668,0
0,0.595,0.215,1,13,1878,3,42,0.071,0.007,1
0,0.437,0.341,8,35,1167,14,4,3.5,0.03,1
1,0.021,0.002,69,4603,323,866,1988,0.436,14.251,0
0,0.486,0.289,15,16,1026,14,5,2.8,0.016,1
0,0.531,0.444,11,25,1051,0,116,0.0,0.024,1
0,0.072,0.003,100,1566,223,936,1106,0.846,7.022,0
1,0.065,0.003,104,2041,979,926,2427,0.382,2.085,0
0,0.875,0.166,17,50,2071,14,35,0.4,0.024,1
1,0.071,0.004,56,1918,970,61,1591,0.038,1.977,0
1,0.036,0.012,137,3829,683,220,3077,0.071,5.606,0
1,0.09,0.008,80,565,379,606,1808,0.335,1.491,0
0,0.357,0.181,20,16,1842,10,134,0.075,0.009,1
0,0.466,0.451,17,5,1460,9,111,0.081,0.003,1
0,0.015,0.005,45,538,993,448,3434,0.13,0.542,0
1,0.056,0.002,126,455,414,622,3274,0.19,1.099,0
0,0.435,0.251,20,33,1388,2,106,0.019,0.024,1
1,0.058,0.019,124,4825,925,690,3272,0.211,5.216,0
0,0.859,0.167,19,15,3046,6,27,0.222,0.005,1
1,0.085,0.004,118,3526,444,640,2398,0.267,7.941,0
0,0.54,0.271,15,30,2999,11,146,0.075,0.01,1
1,0.079,0.009,56,2828,191,547,1417,0.386,14.806,0
1,0.007,0.007,129,4849,124,610,3037,0.201,39.105,0
1,0.03,0.009,92,1367,296,255,2854,0.089,4.618,0
0,0.708,0.296,12,7,2488,0,9,0.0,0.003,1
1,0.008,0.012,72,2822,638,50,1625,0.031,4.423,0
0,0.75,0.265,8,31,3533,5,20,0.25,0.009,1
1,0.059,0.0,30,4597,503,149,3642,0.041,9.139,0
1,0.766,0.463,8,29,3883,0,80,0.0,0.007,1
1,0.098,0.013,103,1033,450,977,2336,0.418,2.296,0
1,0.697,0.111,14,39,4844,12,119,0.101,0.008,1
0,0.532,0.173,1,37,3767,12,31,0.387,0.01,1
1,0.018,0.004,53,3841,412,279,3128,0.089,9.323,1
0,0.518,0.419,18,36,2797,5,69,0.072,0.013,1
0,0.672,0.288,20,23,2482,14,51,0.275,0.009,1
0,0.826,0.287,3,7,3790,10,79,0.127,0.002,1
0,0.358,0.486,15,13,3561,5,106,0.047,0.004,1
1,0.88,0.27,10,26,3082,13,17,0.765,0.008,0
1,0.754,0.237,19,30,1821,11,129,0.085,0.016,0
1,0.097,0.017,134,2703,949,267,3219,0.083,2.848,0
1,0.099,0.008,64,4364,152,222,1932,0.115,28.711,0
1,0.049,0.017,114,3775,921,833,3946,0.211,4.099,0
0,0.536,0.449,8,47,2371,14,100,0.14,0.02,1
1,0.026,0.012,63,3925,862,130,1793,0.073,4.553,0
1,0.677,0.395,8,28,4715,8,82,0.098,0.006,1
0,0.73,0.152,0,49,2493,7,114,0.061,0.02,1
1,0.06,0.0,122,2535,795,901,3428,0.263,3.189,0
1,0.04,0.018,112,2419,440,948,475,1.996,5.498,0
1,0.08,0.007,100,566,891,543,2515,0.216,0.635,0
1,0.023,0.004,123,4671,480,997,2015,0.495,9.731,1
0,0.412,0.343,7,26,3461,12,78,0.154,0.008,1
0,0.615,0.379,8,49,1119,15,57,0.263,0.044,1
0,0.333,0.421,8,5,2440,0,99,0.0,0.002,1
1,0.786,0.383,0,20,1423,1,37,0.027,0.014,1
1,0.61,0.448,14,40,3381,13,53,0.245,0.012,1
1,0.029,0.008,65,3798,372,758,3595,0.211,10.21,0
